"Start Time",	"Request Type",	"Latency",	"Response Code"
1623438457638	,POST	,91	,200
1623438457638	,POST	,91	,200
1623438457693	,POST	,89	,200
1623438457693	,POST	,89	,200
1623438457693	,POST	,89	,200
1623438457693	,POST	,89	,200
1623438457710	,POST	,90	,200
1623438457710	,POST	,90	,200
1623438457710	,POST	,90	,200
1623438457710	,POST	,90	,200
1623438457710	,POST	,90	,200
1623438457621	,POST	,179	,200
1623438457710	,POST	,90	,200
1623438457710	,POST	,91	,200
1623438457710	,POST	,91	,200
1623438457710	,POST	,91	,200
1623438457710	,POST	,91	,200
1623438457710	,POST	,91	,200
1623438457710	,POST	,91	,200
1623438457637	,POST	,180	,200
1623438457637	,POST	,180	,200
1623438457727	,POST	,90	,200
1623438457728	,POST	,89	,200
1623438457728	,POST	,89	,200
1623438457728	,POST	,90	,200
1623438457728	,POST	,90	,200
1623438457728	,POST	,90	,200
1623438457728	,POST	,90	,200
1623438457729	,POST	,89	,200
1623438457728	,POST	,90	,200
1623438457782	,POST	,90	,200
1623438457783	,POST	,89	,200
1623438457783	,POST	,89	,200
1623438457782	,POST	,90	,200
1623438457693	,POST	,179	,200
1623438457800	,POST	,89	,200
1623438457800	,POST	,89	,200
1623438457801	,POST	,88	,200
1623438457800	,POST	,89	,200
1623438457801	,POST	,88	,200
1623438457800	,POST	,89	,200
1623438457800	,POST	,90	,200
1623438457800	,POST	,90	,200
1623438457801	,POST	,89	,200
1623438457800	,POST	,90	,200
1623438457801	,POST	,89	,200
1623438457801	,POST	,89	,200
1623438457800	,POST	,90	,200
1623438457817	,POST	,89	,200
1623438457728	,POST	,178	,200
1623438457817	,POST	,89	,200
1623438457818	,POST	,88	,200
1623438457817	,POST	,89	,200
1623438457817	,POST	,90	,200
1623438457817	,POST	,90	,200
1623438457818	,POST	,89	,200
1623438457729	,POST	,178	,200
1623438457817	,POST	,90	,200
1623438457818	,POST	,89	,200
1623438457817	,POST	,90	,200
1623438457817	,POST	,90	,200
1623438457818	,POST	,91	,200
1623438457872	,POST	,90	,200
1623438457872	,POST	,90	,200
1623438457872	,POST	,90	,200
1623438457872	,POST	,90	,200
1623438457872	,POST	,90	,200
1623438457889	,POST	,90	,200
1623438457890	,POST	,89	,200
1623438457890	,POST	,89	,200
1623438457889	,POST	,90	,200
1623438457890	,POST	,90	,200
1623438457890	,POST	,90	,200
1623438457889	,POST	,91	,200
1623438457890	,POST	,90	,200
1623438457890	,POST	,90	,200
1623438457906	,POST	,89	,200
1623438457907	,POST	,88	,200
1623438457906	,POST	,89	,200
1623438457907	,POST	,88	,200
1623438457907	,POST	,88	,200
1623438457907	,POST	,88	,200
1623438457906	,POST	,90	,200
1623438457906	,POST	,90	,200
1623438457907	,POST	,89	,200
1623438457906	,POST	,90	,200
1623438457907	,POST	,89	,200
1623438457907	,POST	,89	,200
1623438457907	,POST	,89	,200
1623438457906	,POST	,90	,200
1623438457906	,POST	,91	,200
1623438457818	,POST	,179	,200
1623438457872	,POST	,180	,200
1623438457872	,POST	,180	,200
1623438457962	,POST	,90	,200
1623438457962	,POST	,90	,200
1623438457962	,POST	,90	,200
1623438457962	,POST	,90	,200
1623438457962	,POST	,90	,200
1623438457979	,POST	,93	,200
1623438457980	,POST	,92	,200
1623438457889	,POST	,183	,200
1623438457979	,POST	,93	,200
1623438457979	,POST	,93	,200
1623438457890	,POST	,182	,200
1623438457980	,POST	,92	,200
1623438457980	,POST	,92	,200
1623438457889	,POST	,184	,200
1623438457995	,POST	,95	,200
1623438457996	,POST	,94	,200
1623438457995	,POST	,95	,200
1623438457995	,POST	,95	,200
1623438457996	,POST	,94	,200
1623438457996	,POST	,94	,200
1623438457997	,POST	,93	,200
1623438457995	,POST	,96	,200
1623438457996	,POST	,95	,200
1623438457909	,POST	,182	,200
1623438457997	,POST	,94	,200
1623438458052	,POST	,89	,200
1623438458052	,POST	,89	,200
1623438458052	,POST	,89	,200
1623438457979	,POST	,182	,200
1623438457980	,POST	,181	,200
1623438458072	,POST	,90	,200
1623438458072	,POST	,90	,200
1623438457979	,POST	,183	,200
1623438458072	,POST	,90	,200
1623438458072	,POST	,90	,200
1623438457980	,POST	,182	,200
1623438458072	,POST	,90	,200
1623438458072	,POST	,90	,200
1623438457979	,POST	,183	,200
1623438458090	,POST	,89	,200
1623438458090	,POST	,89	,200
1623438457996	,POST	,183	,200
1623438457996	,POST	,183	,200
1623438458091	,POST	,88	,200
1623438458090	,POST	,89	,200
